sport,event,year,athlete_id,country_id,bronze,silver,gold
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,22496,179,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,22497,179,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,22837,195,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,22837,195,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,22837,195,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,22863,195,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,22863,195,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,22863,195,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,23330,92,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,23707,34,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,23721,34,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,23721,34,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,23721,34,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,23721,34,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,23721,34,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,24243,67,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,24243,67,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,24243,67,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,24243,67,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,24243,67,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,24243,67,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,24403,195,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,24403,195,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,24403,195,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,24792,49,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,24792,49,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,24792,49,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,24792,49,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,24887,71,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,24887,71,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,24887,71,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,24887,71,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,24887,71,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,25119,110,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,25119,110,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,25119,110,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,25256,18,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,25256,18,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,25256,18,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,25256,18,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,25256,18,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,25442,189,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,25442,189,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,25521,102,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,25521,102,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,25852,92,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,26078,92,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,26078,92,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,26078,92,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,26258,173,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,26258,173,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,26258,173,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,26258,173,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,26384,92,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,26384,92,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,26384,92,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,26384,92,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,26428,92,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,26428,92,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,26875,92,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,26875,92,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,26875,92,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,26875,92,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,26979,179,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,26979,179,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,26979,179,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,27520,11,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,27520,11,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,27762,193,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,27762,193,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,27762,193,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,27762,193,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,27762,193,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,27872,67,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,27872,67,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,27872,67,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,28062,92,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,28062,92,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,28109,55,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,28191,147,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,28191,147,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,28503,195,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,28503,195,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,28503,195,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,28503,195,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,29110,195,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,29139,167,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,29139,167,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,29139,167,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,29183,18,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,29183,18,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,29183,18,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,29183,18,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,29305,18,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,29305,18,,,1
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,29305,18,,,1
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,29305,18,,,1
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,29305,18,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,29453,71,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,29453,71,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,29493,67,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,29493,67,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,29493,67,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,29493,67,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,29493,67,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,29546,18,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,29638,152,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,29638,152,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,29648,71,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,29648,71,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,29648,71,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,29648,71,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,29974,195,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,29974,195,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,29974,195,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,29974,195,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,30242,18,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,30242,18,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,30242,18,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,30305,52,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,30305,52,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,30660,195,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,30660,195,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,30660,195,,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,30660,195,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,30660,195,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,30660,195,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,30851,12,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,30948,67,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,30948,67,1,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,31127,193,,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,31127,193,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,31127,193,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,31127,193,,,1
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,31342,136,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,31342,136,,,1
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,31342,136,,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,31342,136,1,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,31342,136,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,31342,136,1,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,31391,12,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,31391,12,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,31391,12,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,31391,12,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,31391,12,1,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,31769,71,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,32942,178,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,33027,62,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,33027,62,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,33617,53,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,33617,53,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,33617,53,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,33650,167,1,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,33650,167,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,33812,67,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,33814,67,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,33814,67,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,33814,67,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,33832,167,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,33832,167,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,33832,167,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,33832,167,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,33832,167,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,33842,166,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,33842,166,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,33842,166,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,33918,136,,,1
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,33957,67,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,33959,92,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,33959,92,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,33960,92,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,33960,92,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,33960,92,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,34086,84,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,34086,84,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,34341,67,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,34464,179,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,34464,179,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,34637,12,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,34637,12,,,1
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,34637,12,,1,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,34637,12,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,34719,167,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,34719,167,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,34719,167,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,34719,167,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,34719,167,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,34889,39,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,35064,178,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,35064,178,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,35064,178,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,35064,178,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,35064,178,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,35083,71,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,35083,71,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,35083,71,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,35083,71,1,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,35111,179,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,35111,179,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,35111,179,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,35132,166,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,35132,166,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,35293,71,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,35293,71,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,35361,92,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,35361,92,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,35361,92,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,35533,179,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,35533,179,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,35738,136,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,35738,136,,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,35738,136,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,35738,136,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,35738,136,1,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,36235,195,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,36512,67,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,36512,67,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,36512,67,,,1
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,36512,67,,1,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,36512,67,,,1
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,36512,67,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,36513,67,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,36513,67,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,36513,67,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,36513,67,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,36815,12,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,36815,12,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,36815,12,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,36988,195,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,36988,195,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,36988,195,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,37870,152,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,37899,34,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,37899,34,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,37899,34,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,37899,34,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,37912,34,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,37912,34,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,37912,34,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,37912,34,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,37922,67,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,37925,67,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,37925,67,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,37925,67,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,37925,67,1,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,37925,67,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,37933,62,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,37933,62,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,37933,62,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,38179,9,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,38348,171,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,38366,195,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,38366,195,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,38381,166,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,38381,166,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,38449,152,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,38449,152,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,38449,152,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,38449,152,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,38449,152,1,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,38831,146,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,38951,146,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,38951,146,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,38951,146,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,38975,179,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,38975,179,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,38976,179,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,38976,179,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,38976,179,,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,38976,179,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,38976,179,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,38976,179,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,38977,179,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,38977,179,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,38977,179,,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,38977,179,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,38977,179,,1,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,38977,179,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,39006,8,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,39006,8,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,39012,102,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,39012,102,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,39230,146,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,39230,146,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,39230,146,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,39361,71,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,39599,29,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,39599,29,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,39599,29,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,39599,29,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,39717,166,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,39717,166,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,39717,166,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,39717,166,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,39717,166,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,40586,179,,,1
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,40586,179,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,40586,179,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,40586,179,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,40587,179,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,40652,136,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,40652,136,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,40685,11,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,40685,11,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,40728,152,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,40736,152,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,40746,152,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,40746,152,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,40840,136,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,41101,136,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,41110,195,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,41110,195,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,41243,84,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,41243,84,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,41378,184,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,41447,92,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,41447,92,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,41447,92,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,41447,92,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,41849,12,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,41849,12,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,41849,12,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,41849,12,,,
